dataset,model_key,true_label,predicted_label,count
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,ham,ham,8263
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,ham,spam,4
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,ham,smishing,1
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,spam,ham,604
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,spam,spam,9
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,spam,smishing,6
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,smishing,ham,1088
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,smishing,spam,6
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,smishing,smishing,19
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,ham,ham,8188
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,ham,spam,44
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,ham,smishing,36
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,spam,ham,509
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,spam,spam,24
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,spam,smishing,86
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,smishing,ham,849
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,smishing,spam,23
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,smishing,smishing,241
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,ham,ham,7875
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,ham,spam,116
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,ham,smishing,277
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,spam,ham,152
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,spam,spam,114
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,spam,smishing,353
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,smishing,ham,243
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,smishing,spam,123
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,smishing,smishing,747
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,ham,ham,8133
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,ham,spam,107
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,ham,smishing,28
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,spam,ham,74
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,spam,spam,266
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,spam,smishing,279
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,smishing,ham,76
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,smishing,spam,320
MetaSMS,qwen35_35b_moe_zero-shot_basic_direct,smishing,smishing,717
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,ham,ham,8112
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,ham,spam,138
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,ham,smishing,18
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,spam,ham,59
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,spam,spam,286
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,spam,smishing,274
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,smishing,ham,62
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,smishing,spam,372
MetaSMS,qwen35_35b_moe_zero-shot_expert_direct,smishing,smishing,679
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,ham,ham,8114
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,ham,spam,103
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,ham,smishing,51
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,spam,ham,74
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,spam,spam,245
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,spam,smishing,300
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,smishing,ham,90
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,smishing,spam,288
MetaSMS,qwen35_35b_moe_zero-shot_expert_cot,smishing,smishing,735
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,ham,ham,8098
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,ham,spam,99
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,ham,smishing,71
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,spam,ham,68
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,spam,spam,238
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,spam,smishing,313
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,smishing,ham,68
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,smishing,spam,296
MetaSMS,qwen35_35b_moe_few-shot_expert_cot,smishing,smishing,749
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,ham,ham,386
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,ham,spam,1630
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,ham,smishing,6252
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,spam,ham,1
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,spam,spam,134
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,spam,smishing,484
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,smishing,ham,2
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,smishing,spam,248
MetaSMS,olmoe_1b_7b_zero-shot_basic_direct,smishing,smishing,863
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,ham,ham,1246
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,ham,spam,6986
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,ham,smishing,36
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,spam,ham,4
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,spam,spam,609
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,spam,smishing,6
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,smishing,ham,6
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,smishing,spam,1092
MetaSMS,olmoe_1b_7b_zero-shot_expert_direct,smishing,smishing,15
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,ham,ham,2235
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,ham,spam,2035
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,ham,smishing,3998
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,spam,ham,19
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,spam,spam,170
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,spam,smishing,430
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,smishing,ham,9
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,smishing,spam,297
MetaSMS,olmoe_1b_7b_zero-shot_expert_cot,smishing,smishing,807
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,ham,ham,3564
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,ham,spam,1070
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,ham,smishing,3634
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,spam,ham,43
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,spam,spam,90
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,spam,smishing,486
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,smishing,ham,35
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,smishing,spam,76
MetaSMS,olmoe_1b_7b_few-shot_expert_cot,smishing,smishing,1002
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,ham,ham,0
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,ham,spam,2
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,ham,smishing,8266
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,spam,ham,0
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,spam,spam,0
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,spam,smishing,619
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,smishing,ham,0
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,smishing,spam,0
MetaSMS,deepseek_r1_14b_zero-shot_basic_direct,smishing,smishing,1113
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,ham,ham,219
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,ham,spam,163
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,ham,smishing,7886
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,spam,ham,7
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,spam,spam,20
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,spam,smishing,592
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,smishing,ham,6
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,smishing,spam,40
MetaSMS,deepseek_r1_14b_zero-shot_expert_direct,smishing,smishing,1067
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,ham,ham,108
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,ham,spam,146
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,ham,smishing,8014
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,spam,ham,4
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,spam,spam,32
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,spam,smishing,583
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,smishing,ham,18
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,smishing,spam,53
MetaSMS,deepseek_r1_14b_zero-shot_expert_cot,smishing,smishing,1042
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,ham,ham,19
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,ham,spam,18
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,ham,smishing,8231
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,spam,ham,0
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,spam,spam,2
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,spam,smishing,617
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,smishing,ham,2
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,smishing,spam,0
MetaSMS,deepseek_r1_14b_few-shot_expert_cot,smishing,smishing,1111
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,ham,ham,8197
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,ham,spam,66
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,ham,smishing,5
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,spam,ham,526
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,spam,spam,65
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,spam,smishing,28
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,smishing,ham,891
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,smishing,spam,156
MetaSMS,mistral_nemo_12b_zero-shot_basic_direct,smishing,smishing,66
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,ham,ham,8261
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,ham,spam,5
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,ham,smishing,2
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,spam,ham,601
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,spam,spam,14
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,spam,smishing,4
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,smishing,ham,1071
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,smishing,spam,13
MetaSMS,mistral_nemo_12b_zero-shot_expert_direct,smishing,smishing,29
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,ham,ham,8132
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,ham,spam,78
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,ham,smishing,58
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,spam,ham,445
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,spam,spam,36
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,spam,smishing,138
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,smishing,ham,740
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,smishing,spam,53
MetaSMS,mistral_nemo_12b_zero-shot_expert_cot,smishing,smishing,320
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,ham,ham,7844
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,ham,spam,158
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,ham,smishing,266
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,spam,ham,179
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,spam,spam,132
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,spam,smishing,308
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,smishing,ham,273
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,smishing,spam,136
MetaSMS,mistral_nemo_12b_few-shot_expert_cot,smishing,smishing,704
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,ham,ham,8026
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,ham,spam,86
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,ham,smishing,156
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,spam,ham,55
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,spam,spam,195
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,spam,smishing,369
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,smishing,ham,54
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,smishing,spam,96
MetaSMS,phi4_mini_dynamic-few-shot_expert_cot,smishing,smishing,963
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,ham,ham,6489
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,ham,spam,1189
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,ham,smishing,590
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,spam,ham,13
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,spam,spam,223
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,spam,smishing,383
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,smishing,ham,11
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,smishing,spam,132
MetaSMS,gemma3_4b_dynamic-few-shot_expert_cot,smishing,smishing,970
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,ham,ham,7994
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,ham,spam,137
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,ham,smishing,137
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,spam,ham,26
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,spam,spam,251
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,spam,smishing,342
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,smishing,ham,21
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,smishing,spam,122
MetaSMS,qwen35_4b_dynamic-few-shot_expert_cot,smishing,smishing,970
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,ham,ham,6907
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,ham,spam,681
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,ham,smishing,680
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,spam,ham,27
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,spam,spam,204
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,spam,smishing,388
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,smishing,ham,31
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,smishing,spam,124
MetaSMS,ministral_8b_dynamic-few-shot_expert_cot,smishing,smishing,958
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,ham,ham,8268
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,ham,spam,0
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,ham,smishing,0
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,spam,ham,619
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,spam,spam,0
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,spam,smishing,0
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,smishing,ham,1113
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,smishing,spam,0
MetaSMS,falcon3_7b_dynamic-few-shot_expert_cot,smishing,smishing,0
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,ham,ham,3483
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,ham,spam,1560
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,ham,smishing,3225
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,spam,ham,19
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,spam,spam,200
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,spam,smishing,400
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,smishing,ham,15
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,smishing,spam,128
MetaSMS,olmoe_1b_7b_dynamic-few-shot_expert_cot,smishing,smishing,970
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,ham,ham,7686
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,ham,spam,159
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,ham,smishing,423
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,spam,ham,46
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,spam,spam,173
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,spam,smishing,400
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,smishing,ham,60
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,smishing,spam,91
MetaSMS,moonlight_16b_dynamic-few-shot_expert_cot,smishing,smishing,962
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,ham,ham,8242
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,ham,spam,13
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,ham,smishing,13
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,spam,ham,34
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,spam,spam,299
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,spam,smishing,286
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,smishing,ham,38
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,smishing,spam,203
MetaSMS,gemma4_12b_dynamic-few-shot_expert_cot,smishing,smishing,872
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,ham,ham,11
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,ham,spam,25
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,ham,smishing,8232
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,spam,ham,0
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,spam,spam,0
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,spam,smishing,619
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,smishing,ham,0
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,smishing,spam,0
MetaSMS,deepseek_r1_14b_dynamic-few-shot_expert_cot,smishing,smishing,1113
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,ham,ham,8222
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,ham,spam,27
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,ham,smishing,19
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,spam,ham,38
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,spam,spam,329
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,spam,smishing,252
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,smishing,ham,44
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,smishing,spam,248
MetaSMS,qwen25_14b_dynamic-few-shot_expert_cot,smishing,smishing,821
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,ham,ham,8029
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,ham,spam,84
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,ham,smishing,155
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,spam,ham,286
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,spam,spam,111
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,spam,smishing,222
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,smishing,ham,556
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,smishing,spam,54
MetaSMS,mistral_nemo_12b_dynamic-few-shot_expert_cot,smishing,smishing,503
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,ham,ham,8227
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,ham,spam,21
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,ham,smishing,20
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,spam,ham,43
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,spam,spam,285
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,spam,smishing,291
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,smishing,ham,44
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,smishing,spam,180
MetaSMS,qwen35_35b_moe_dynamic-few-shot_expert_cot,smishing,smishing,889
